"","RegionID","YearBuilt","LU_desc","CountStructures"
"450","184182","1990","SINGLE FAMILY RESIDENTIAL",12
"451","184182","2005","SINGLE FAMILY ATT CONDO",12
"452","210150","1970","SFR CONST(SFR)",12
"453","262965","1999","SFR CONST(SFR)",12
"454","262965","2000","SFR CONST(SFR)",12
"455","262965","2002","SFR CONST(SFR)",12
"456","262965","2008","SFR CONST(SFR)",12
"457","180286","1967","SINGLE FAMILY RESIDENTIAL",11
"458","180317","1993","SFR CONST(SFR)",11
"459","180924","1955","SFR CONST(SFR)",11
"460","180941","1961","SFR CONST(SFR)",11
"461","182287","0","VACANT-VACANT TRACTS CURR EXEMPT",11
"462","182287","1961","RESIDENTIAL - ONE FAMILY UNIT",11
"463","182287","1974","RESIDENTIAL - ONE FAMILY UNIT",11
"464","182408","1994","CONDOMINIUM (OFFICE)",11
"465","182418","1979","SINGLE FAMILY RESIDENTIAL",11
"466","182418","2000","SINGLE FAMILY RESIDENTIAL",11
"467","182683","1987","SFR CONST(SFR)",11
"468","183256","1950","SINGLE FAMILY RESIDENTIAL",11
"469","183256","2009","SINGLE FAMILY RESIDENTIAL",11
"470","184182","0","UTILITIES",11
"471","184182","1998","STRIP RETAIL CENTER",11
"472","210150","1963","SFR CONST(SFR)",11
"473","210150","1972","SFR CONST(SFR)",11
"474","210150","1997","SFR CONST(SFR)",11
"475","210150","1999","SFR CONST(SFR)",11
"476","267809","1994","SFR CONST(SFR)",11
"477","180286","0","MOBILE HOME",10
